CG3358 CG1550
ALPHA-CATENIN-RELATED CPR72EA
CG13287 EBI-161439
CKS85A CG5708
CG31457 CG31457
RPD3 CAF1
H2.0 TS
EBI-119138 CG32164
CG15443 TPI
CG7371 CG32809
EBI-160861 CG11526
EBI-134407 APT
CG8455 DFD
CYCE DAP
EBI-497141 EBI-91956
CG12766 CG6665
EBI-232330 RPL9
RPR CG1041
CG17826 RPLP1
CG15764 CG17494
CG5933 CG14126
CG11893 MRPL44
KLP3A CG12470
CG2865 CG9099
EBI-142445 CG13030
CG11881 CG17568
EBI-196425 FUR2
EBI-183080 CG9226
CG7231 CG7903
CG5151 EBI-458558
CG4865 CG13124
STAR1 UBI-P5E
CG11489 MTS
CG2256 CG5155
EBI-1558019 EBI-1558022
MSB1L EIF-4A
SIRT4 CG11138
CG6182 CCP84AD
CG11591 RPL21
EBI-199603 TRAF3
EBI-85838 C15
CG7029 PP1ALPHA-96A
EBI-170625 CG12304
EBI-1154754 EBI-1154754
EBI-198251 MEI-S332
O-FUT1 SYND
EBI-100575 CG11779
CG11265 CG12672
CDC45L MCM10
TSG101 MNN1
CG31546 CG13510
CG13476 CG14410
HER GRO
JAFRAC1 EBI-218484
EBI-186934 CG15631
MLH1 EBI-101178
CG4865 CG31638
CG3085 EBI-188322
ADA2B CG14317
HLHM7 CG2217
ETS97D DM
RPN5 RPN9
ADE5 ADE5
EBI-194287 CG5792
CG17600 D1
EXOSC2 SKI6
XBP1 MKK4
CG4393 RPL35A
CG11163 CMET
CG5315 VENTRALLY-EXPRESSED-PROTEIN-D
CG5642 EBI-156192
CG13287 EBI-145669
CPR67FA2 D
MER LIPRIN-ALPHA
CG13373 CG5708
TL TL
CG3919 CG3919
HSP67BA RPL11
MER PAD
SET CG13588
EBI-107078 CG5792
KOKO EBI-128385
EBI-458558 WDB
CG5674 CG4887
C(3)G FIM
CG12155 CG12985
KOKO EBI-151216
EBI-181728 CG13458
CG9740 EBI-123443
CG7059 MRPL24
EBI-147527 CG32046
CG8942 EBI-222860
MIRA NUMB
CG17855 BHR
CG13477 CG13838
EBI-198251 CG14684
CG17508 CYCJ
SZAR EBI-108054
DSH MI-2
EBI-87760 SMID
EBI-162921 CG6043
P53 BCD
EBI-206481 CG13030
CG12661 REP4
HOIP NUFIP
TBPH CG15365
REV7 ECR
CI WOC
ART4 STY
LEA SLI
EBI-101869 CG18764
CG4673 CG13599
CG11905 QKR58E-1
SLP1 GRO
CG15308 PAX
CG11164 H2.0
SET2 EBI-198744
EBI-88363 CG7940
CG3225 EBI-86340
EBI-92943 CG14534
UTA KNI
EBI-125339 FK506-BP1
MGSTL CG34376
CG32772 EBI-237039
TSP TOY
SPN-F CG5640
CG11505 CG2962
X11L CG18266
HRS CG14451
CG32354 CG10440
CG3698 AP-1GAMMA
CG17003 CG13197
CG11286 CG15822
CG3625 HN
CG5078 EBI-203567
CG9465 TIF-IA
HOMER TRL
CG17237 CG12972
GALNAC-T2 CG3566
EXD EBI-142836
PLU CG13510
CG32654 CHIC
CG11881 EBI-218559
CG17450 CG14438
SU(RDGB)69 CG5804
SPI EBI-170077
CG3911 CG11377
BW W
EBI-168236 RPS17
MAD MED
CG3918 TIP60
EXO70 DYS
CG13928 EBI-115136
CG9986 CG32112
CG12721 EBI-86340
CG1681 TFB2
TEH4 SNAP
CG5380 C15
CG11334 RPL23A
ARU RPL10AB
CG13405 EBI-96370
MAEL CG8159
MBO CG6607
EXP6 C15
CG9986 EBI-169490
CG11489 EBI-121063
EBI-89655 RPS10B
CG34410 CG3815
PLU CG14119
PABP CTBP
DRP1 MUS309
CG8965 MSN
CG6904 CG7033
LGS ARM
EBI-132050 CG13458
CG9784 EBI-205338
CG8368 CG32104
OBST-E GTP-BP
SCS-FP MTNA
ENA SRC
CG3911 RPS5B
HSP67BA EBI-184213
CG14534 FER1HCH
RALA EBI-86723
CG31797 EBI-190547
CG17086 WB
NOC CG15737
CP36 CG3244
CG15561 CG12268
SU(H) CYCB
SLOU CG31008
CG7379 CG5360
CG34401 CG17666
SO CG6688
EBI-195768 CG13067
HK OBP56D
EBI-90739 CG6447
MED17 N
Z MOR
CG7135 CG13358
CG14820 CG3394
CG9236 CYP6A9
EBI-200752 CG7879
FTZ-F1 EBI-75338
TFIIB KR
CG17819 EBI-177882
CSTF-50 CNN
CG8594 CG4073
CG14578 CG10600
CG7366 CDC2C
RPS5A CG30327
CG9510 CG10863
EBI-497141 SAGE
EBI-127547 EBI-200992
CG2116 CG3605
HLHM7 CG4617
CSN1A CG10373
CG2843 CG6843
EBI-196973 CG1749
SEC5 RFX
NC2ALPHA CHER
EBI-121129 REP
ALPHA-CATENIN-RELATED HSP26
HSP67BA RPL30
EBI-113877 RPS8
MBO CG6707
SRC64B RPS26
CSN4 PROS26.4
EBI-199701 DHH1
ARF51F CG10225
CG11591 EBI-160813
CG11968 EBI-109317
STI CG15715
CG8483 CG31738
CG13830 CG5890
CG15771 CUP
EBI-199603 MED28
VIR CG10263
MNB EBI-164534
PTC CG15861
CG11322 CG3919
EBI-109477 HSP70AB
SC35 DOA
SU(VAR)205 RPL22-LIKE
YPS EBI-151216
RBP4 CG4645
MER SAV
SRC64B MRPS30
CG8831 EBI-127204
STAR1 NUP153
CG3875 CG13458
CG7298 CG33980
EBI-186934 EBI-144692
CG15545 DRL
EBI-93158 EBI-88589
CG11985 C15
CG14506 CG7367
CG13476 EBI-103524
EBI-136574 DOCK
EBI-198120 CG40127
EBI-128385 CG10585
RHOGAP68F EBI-458616
E2F2 CG14627
CPR64AA EBI-164158
SPN-A SPN-A
CG9527 DAP160
CUL-2 LIG3
ARI-2 CG3338
CG14612 CG15514
CG2713 STUMPS
NC2ALPHA CG6447
CG34383 CG10616
RAS85D CG8965
CG4165 CG8206
PTC CG32306
PAK CG7922
EBI-197069 CG13779
CG12393 CG9727
OSI6 CYP6A22
CYCK CG14816
MUS304 RPL4
CG12256 HSP26
CDC2C CKS30A
CG4168 HOMER
CKIIBETA CG4281
CG18675 CG6607
PP1-87B SARA
PROS25 PROSBETA5R1
NONA-L KLC
EBI-123236 CG9426
TEKTIN-A HALE
CG31029 CG4365
PLU CG7296
CG14275 ESN
CG10365 CG17836
TIP60 SRC64B
CG9248 CYCK
SU(RDGB)69 CPR64AD
EBI-133084 CG4911
CG11486 PHYL
TBPH CG9083
SCP2 FAS1
CUL-2 CG6191
CG5846 L(2)37CC
CG4854 CG6543
EBI-196831 EBI-121063
TUB CHER
CG6745 CG11138
DAP CG13900
MTSSB CG14907
CG9416 RPS16
XBP1 PEP
OR98B CG2791
MCM10 DUP
CG11534 CG5053
CSTF-64 CG7548
CG3563 EBI-75206
PNN TOS
EBI-165118 CYP28D2
FANCL CG7220
KP78B EBI-74966
EBI-90335 CG32570
CG6843 MST33A
SEC10 CG12219
CG9173 RPLP1
CG14840 EBI-151216
MYB LIN-52
CG8145 CG31224
CG34354 EBI-117677
CG13138 RPL36A
CG9248 CENG1A
MED19 CG8620
EBI-155002 EBI-200569
CG8128 DFD
EIF4E-5 BETATUB56D
GRO EBI-925940
EBI-246302 EBI-134974
CG14119 CG11138
ODA DNAJ-1
EBI-160257 EBI-458558
AKT1 WDB
STL CG12517
CHRAC-14 FTZ
CG9014 EFF
SPI ARU
CG1553 PP1ALPHA-96A
MER EBI-142389
CI CG32654
CDK5 CG4673
DAP CYCE
CG4420 CG8368
MST89B BRK
USNP CG30291
EBI-84773 CTP
CG6737 PI3K21B
CG6380 CG1958
CG10262 CG17180
CG8831 PHDP
EBI-124888 CG13074
KING-TUBBY CG3081
HLHMGAMMA HLHMGAMMA
CG30183 EBI-103310
EBI-200060 CG14105
ODA CG9471
EBI-99044 EBI-204491
EBI-100325 EBI-159696
TANGO6 OSK
STC NUP58
AL EBI-90277
CI BX
MER TTK
ARP87C GL
EBI-233810 EBI-192791
CG1135 CG4328
TRAM HSF
IPK2 TEH4
NOI CG17265
EBI-134484 EBI-93203
ACT42A PLD
PVF2 MST84DB
CG18754 CG11486
PBGS TIM17A2
DRONGO RPS28B
CG3071 EBI-195293
CI LANB1
CG18259 BAP60
SKPA E(R)
CG32654 RPLP1
CG17377 ATPSYN-BETA
CG10889 DOD
SNR1 MBF1
BR EBI-121063
AGO CG14629
STC EBI-194571
EBI-159995 CG15436
EBI-95841 CP15
SKPB CG6543
EBI-180708 VAP-33-1
FKH EBI-121063
CG14519 CG4822
CG7352 TSG101
CG14410 CG5532
TERM SOL
BG4 EBI-159623
RAD23 CG2926
SEC5 14-3-3ZETA
DLIC2 CG7628
CG32772 NACALPHA
CG32698 CA-P60A
CG13840 CG9184
ARD1 CG12608
CG13822 TFAM
EBI-190441 RPL17
NEOS EBI-186514
CG16899 ROQ
CG5053 LAMA
CPN CG5440
EBI-132366 TRN
EBI-181781 TRAF3
EBI-92440 WOC
PROSBETA3 CG9316
RPB4 CG13458
CKS85A CG31211
HUG EBI-166770
CG7231 EXD
CG14101 CG13699
CG10510 SNX6
MOE CED-12
EBI-139287 CG3097
TANGO6 MDR49
PABP CG14534
XBP1 RPS26
CG17450 CG5966
EBI-146492 SOL
EBI-150380 PP1-87B
SYX16 CHINMO
CTP CTP
GABA-B-R2 CG4335
CG13373 FRY
EBI-82154 LIM3
CI EBI-497141
CG13124 CG12470
PAK PGRP-LA
CG14773 EBI-200752
CG11882 CHC
MLP84B PHKGAMMA
CG12105 CG4073
CG4239 ROLS
CG31550 NMDA1
PP1-13C PNUTS
DNAPOL-ALPHA73 CG7045
PP1-87B CG31244
RPA2 CYCC
SPO GP150
CG5068 EBI-147266
HRS CDEP
CSTF-64 CG2157
CI WDP
EBI-255453 EF1ALPHA48D
EBI-458558 EF2B
CG3884 EBI-115136
CG18417 CG1116
MED19 G-IALPHA65A
CYP9F2 CG15382
MED11 MED6
HOMER RPL35A
CPR92F CG12375
CP38 SOP
CG31291 AXN
GM130 CG32354
SAV EBI-90277
CG15646 CG6043
CG32626 KAP-ALPHA1
EBI-192791 EBI-177679
FAN CG11164
H SIR2
DAP EBI-177649
CG2865 DELTACOP
INV EBI-168011
EBI-132836 SOL
DCP-1 DCP-1
KLC TUD
CG3099 UBI-P5E
CG31638 CG13032
CRN NUFIP
CG6380 CG3176
CG16985 CG32158
RAD51D Z4
CG6800 CG5568
EBI-139956 CG6175
MOE ACTN
CG10703 CG5062
CG2217 CG9603
EBI-132366 EBI-103820
CG14243 CG32972
ENA ZYX102EF
EBI-195768 HSP70AB
RUX EBI-177795
ENOK CG12470
EBI-166173 ZF30C
USF BNB
CG18217 EIF-4A
USNP CG11164
CG8301 CG5280
MER EBI-111335
MBO EBI-161439
EBI-458558 E5
CG13090 BORR
EBI-195337 CG9577
SNAP CG30497
CG32447 CG1135
CG15879 CG14815
CG10694 EBI-130934
CYCB OFS
CG9547 CG12703
CI CAKI
EBI-140299 CG5484
CG31958 CG13510
MER BTBVII
A HP1B
SEC5 RPL13A
CG32016 CG14612
MMD EBI-119369
CG7987 CDC2C
CG6448 SCRIB
KP78B CG11266
PLEXA NVY
CG32016 EBI-141739
HP1E RPS23
DNAPOL-DELTA EBI-104135
CG5386 CG12393
TSG CG33980
DOME CG11486
CG11523 BIF
CG13030 EBI-213691
MAD2 DNAPOL-IOTA
SNM1 CHINMO
CG4887 CKIIALPHA
CG15440 CG1646
CG12766 CG31612
EBI-183080 CG9541
EBI-200614 BBX
PAT1 CG14534
EXO70 CG13366
EBI-160861 CG10263
DVL3 NKD
CG7716 CG3058
MOD(MDG4) CG11138
STY CG14126
CG14881 SMSR
CG14829 MIO
BAP60 CG11486
CG13627 CG31619
CG7231 EBI-148192
FLW CG10889
CG14224 VM34CA
CG15676 UGP
NOI CG31758
CG3056 CG10600
CG7381 EBI-121063
CG12432 FUR2
YEMALPHA EBI-206481
EBI-190238 EBI-126476
CG4367 CG15753
CG13377 JUPITER
CG18292 VIH
CG8128 CG18806
EBI-201372 CG8065
EBI-163776 CG12182
CG9883 EBI-199389
EBI-198120 SOL
CG8292 CG14243
CG10654 CG8301
CG16884 EBI-184213
BR MTS
INVADOLYSIN CG6565
NCA CG4774
E(Y)1 EBI-1010511
GSC TTH
RPR MSK
CG14204 CG10992
MST89B CDC2
CG9779 SNAP
RHO-4 SU(VAR)205
EBI-172635 CG14815
CNN CG7757
CYCD CG11486
CG14634 RPS8
CG16728 EBI-194042
CG12304 CG17564
CDK5 CG13510
CG14207 PABP
CG14718 EBI-210979
SNAPIN EBI-108714
CG18806 APH-1
EBI-177531 NACRALPHA-30D
EBI-458558 CG9426
CG13031 ART4
CG11784 GSTD4
RAD51D CG17446
CG5466 NTF-2
CLP MST84DB
CG13889 RBP9
CG13599 GIP
CG10959 GPRK1
EBI-88363 CG13041
CKIIALPHA-I3 MEI-S332
EBI-102464 CG6726
CYT-C-P CG5792
MED19 EBI-191830
EBI-208011 NLAZ
TIM CHINMO
MNB CG14215
CG7173 CG6322
MST84DC RPS13
SC2 CG11380
EXO84 CG34422
CG10694 UBI-P5E
EBI-99044 EBI-101606
EN SOL
NBS CG12428
CG9797 CG11164
CG7546 CG1317
CDC37 REV7
EBI-87760 EBI-91393
EBI-131530 EBI-94564
EBI-201372 CG7352
CG13526 EBI-199389
TRIM9 CG14782
DNASEII BEST1
EBI-198400 CG10470
EBI-84773 CG33936
CG10882 TOM40
CG17362 CG4617
EBI-207496 CG5642
CG14540 CG31961
CG8316 EBI-167768
CG10703 CG4617
L(2)EFL DAN
PAR-6 APKC
ACT5C F
MURA EBI-146755
P115 PHDP
PROSALPHA7 CG31919
CG2116 BETATUB56D
CG6675 SQD
MST98CA CG3792
CG14850 EBI-134407
TSG101 CG5830
ELFLESS CG34401
CG10158 CG5608
ETS97D RPS26
CG10097 CG31674
SEC5 ZORMIN
LIS-1 HSP27
CG13838 CG31324
DIP2 SEP1
CG15737 EBI-179816
CNN A16
WEK WEK
BSH EBI-177649
CG17568 CBT
CG15422 CG15032
POXM EBI-202016
CDC37 CG13991
CG5053 EBI-90748
NOMPB CPR72EA
CG3630 CTBP
CG11347 ATG8B
CG6972 CG14867
EBI-92440 CG10543
FU TANKYRASE
CG15771 CG17086
CG10971 CG10948
EBI-497141 CG3294
ART4 EBI-82680
MED22 EXD
EBI-88363 RPS3
SAS10 CG14546
EBI-133084 UNC-13-4A
CG3003 HSC70-3
CG15370 CG31626
ACTR13E PRL-1
NEDD8 CG4420
CG14216 S6K
CG17776 SMC5
CG11449 SNRNP70K
ASX TRL
CG3726 CG14145
CG4617 EBI-83112
PP2C1 RPL14
CG31090 TTK
CG17141 CG17666
CG11964 EBI-137497
A5 CG11164
CG12985 AUST
MAGOH WIBG
CSTF-64 SU(F)
CG9986 NPLP4
EBI-136392 CG14194
TERM EYG
CG32016 CG18031
CG5047 CG12171
CG13312 DLC90F
HLHM7 CG14005
SPZ3 CG8927
CG14931 CG13005
SEC10 MAS
EBI-119138 CG13394
D NUB
CG13030 ANT2
GAMMATUB23C GRIP84
CG3891 PP2A-29B
CDC37 SU(DX)
CG6934 CMET
EBI-179081 CG31813
TEFU BTBVII
EBI-113007 FRC
CG17450 CG8206
SPI CG4849
TRAF3 SCRT
CG13032 CG13966
EBI-458558 CG5003
EBI-101527 CG11349
EBI-198400 CG3557
PP1-13C NEB
CG6905 KHC
NUP133 SAK
PROS45 CNN
EBI-172583 CG13361
CG11322 CG15631
CG5641 OSCILLIN
CG6353 CG15631
CG13949 CG15365
DLC90F EWG
L(2)37CE CG5604
ELFLESS EBI-128334
PUF68 TFIIA-L
FS(2)LTOPP43 CG5089
CM OR98B
EBI-451425 PROSALPHA6T
RALA CDC2C
RAPS MUD
CG13084 CG9083
CG4623 VHA36
PK17E APPL
EBI-101212 PROSBETA2
SNM1 TAF1
CG13477 L(2)06496
SPZ3 CG5844
MESK2 EBI-98103
EBI-170625 OSA
EBI-193297 RACK1
SNAPIN CG10263
CG13541 EBI-147266
MSB1L BSG25D
CG7546 DP
EBI-153320 EBI-168856
CP38 EBI-194737
MSI ELAV
EBI-179517 CG33523
MRPS6 TSP97E
ARF51F CG12264
CG11656 EBI-183763
CG8128 EBI-177649
CG9967 WDB
CG14323 CBP
EBI-199603 EBI-146089
H2.0 CG1486
SAK EBI-156955
EBI-125339 CG9911
CG31036 TRAF3
GAPDH2 CG1986
MAD2 RSG7
EPSIN-LIKE CG8965
MYO10A TANKYRASE
CG15549 EBI-95719
CG2540 CG13510
CG12491 CG6843
RAPS EBI-163004
CG7386 BORR
CDC2 CYCB3
CG8173 WEK
CG13022 CG8677
CYCK FRY
EBI-128171 CG33095
EBI-196732 CG32711
SNR1 CG4069
SLMB EBI-193907
ES2 KAP-ALPHA3
MTS PEN-2
EBI-183080 CG5793
EBI-185028 GATAD2A
DOD CAUP
ODA CROL
CG32086 CG13458
PROSBETA5 CG17331
OPA MST84DA
ANNIX NOMPB
CDC2RK CG9027
ES2 CG12985
CG8086 CG11248
BRM BAP55
CG32635 CG8616
CG7264 DX
CG32772 CG32694
SKPA CG10855
CG32369 CG6856
CG5325 CG14806
ELFLESS EBI-140936
CG8455 CG15676
CG3021 CG13964
CG15526 HLH4C
CG14830 PIO
GNU EBI-128385
SFMBT RPL21
INSC NUMB
MDR65 CG14369
CG15177 MAD
SAK EBI-500760
CG1115 BAP60
ODC2 NMD
PP2C1 CG4552
EBI-137198 SGT
CG6945 EBI-115136
CG5050 SH3PX1
CG13084 EBI-180418
PMS2 CG10341
PROSBETA3 PROS25
CG6576 CG2052
EIF4E-3 CG11486
FD64A CG9568
CG11698 CG14145
CYP33 DELTACOP
CG12576 SEC23
CG5555 CG33056
EBI-133084 CG10855
CG5428 CDC2C
CG7928 RPS23
CPR67FA2 CG8907
EBI-174007 CG12030
CDK5 CG2865
EBI-196425 EBI-179816
CI CG3108
CG12470 CG31875
SHC CG2225
SPI LK6
CG11905 CG14625
CG3020 CG13030
EBI-83112 CG9588
GRASP65 CG3927
HEPH EBI-165604
MRPL38 TUDOR-SN
CG6569 BLW
CG10959 CG12470
SRC64B PI3K21B
CG32584 CG8065
EBI-163776 CG10263
GLYCOGENIN EBI-212620
MIRO EBI-162592
CG15219 CG15631
DL MBO
TANGO6 UND
DRONGO CG2865
EBI-147266 CG9253
CG1104 RPL26
PER EBI-89424
APLIP1 KLC
EYG P115
CG10344 EBI-144082
EBI-124402 PK17E
EBI-133084 ARU
CG15479 AHCY13
CG11726 CG10513
ALPH EBI-106803
SMO COS
CG15576 RPL18A
CG14442 NOP5
HPO EBI-165218
CG34381 ACT5C
SGT EBI-93349
EBI-119138 CG8206
VND GAP69C
E2F2 MST98CA
SNRNP69D CG4116
CG3085 GBETA13F
TAF12 CG12231
STY HALE
CG2712 CG7824
EBI-198400 RPS16
CG31036 WDB
DIK EBI-134581
GFT CG5731
HSP60B PAK
OPA CG1958
CG7146 CG17273
EBI-199389 FUR2
CG9465 CG13731
SPN-B EBI-111569
CG9331 HLH4C
CG17153 CG9007
CG9511 RPS13
NEOS DM
EBI-166770 RPS23
ATG1 CG5708
CG5783 CG8997
CG17107 CG15313
REV7 MED15
SU(HW) GASP
CG2258 CG12877
HPO CDC2C
N PSN
CG32369 EBI-179816
SRC64B EBI-126425
CG13510 CDC14
CG11380 CG3075
EYG RPS27
EBI-129626 TSR
DLC90F FUR2
EBI-109399 CG11164
CV-C CG4300
EBI-201372 CG5857
CG11539 STG
CG1504 CG11327
CG14568 CG12470
DIP2 SEP2
EIF-4A LIMK1
HEPH CG3056
LIN CG7386
AND MES4
INAD TRPL
CG13631 EBI-75338
CG3980 MED10
CG31562 CG11899
CG2213 CG5890
EBI-128385 CG13367
TAF12 EBI-89606
CG11449 CG1135
OFS CG17018
VHAAC39 RPL5
PIP CG10469
BETAGGT-II CG6175
CG12433 HSC70-4
MTHL3 EBI-235265
CG7757 CG10513
HRS COG7
CKIIBETA EBI-128334
RECQ4 RAC1
PUF68 CG14534
SCAMP CG32638
STCK EBI-108503
CG10274 CG7386
CG9192 CG14199
PTC CROL
CG6945 CG32068
BAB2 EBI-103820
CUP CG8677
CG17599 CG4617
STAN FZ
CG7381 CG15422
CG12768 DOD
SDIC1 DM
CG7787 CG18854
CG14168 CG5053
CG8292 CG7048
LMPT CG15308
CG9776 CG14643
MUS309 OTU
MTS SYX16
NMNAT EBI-151216
EBI-165118 CG2059
RECQ4 EBI-151243
PLU VM26AB
MIRA STAU
CG8273 LOQS
PTC CG2926
CG7231 PIM
EBI-157685 DOCK
SLD5 EBI-94796
CG13512 EBI-208766
CG15321 HSP26
PMS2 EB1
CG30327 CCTGAMMA
CG13407 CG5976
CG2678 CG9986
EBI-205748 CG31820
CG11656 EBI-151003
EBI-196425 CG13731
ENDOA HSC70-5
PIE ARA
CG10681 EBI-103524
RAS85D PHL
TBPH CG5791
MCM6 DPA
CDC2C FRY
CG31211 RPL7A
CG3075 EBI-160187
DNAPOL-ALPHA73 MBF1
LZ SRP
TOY CG18522
ADA2B CG9894
CYCK EBI-242366
CG11566 EBI-148231
EBI-174007 CG8289
EBI-92440 MESR4
CG17568 CG11760
CG8316 CHER
EBI-90118 JBUG
CG11656 CG6398
DYS VPS16B
CG14546 CG8942
EBI-172044 EBI-114906
CG31999 RPL9
ACT5C SHOT
ORC2 CG14546
CSN4 P115
GRK S
LCP2 CG15209
EBI-101527 CAMKII
SIP1 CG32086
CG33214 CG11844
GRP RPL5
ATG8A CG14815
DOCK CG15022
CG15717 EBI-84008
CG11489 CG14275
CG14011 CG8965
CG5446 CHER
PROS35 PROS26.4
CG10971 CG9769
CG8316 EBI-141739
ORB2 CG32560
CG15440 HLH4C
CG17666 SU(TPL)
EBI-88363 DNK
SNR1 SD
CG16721 PRM
CG14383 CG32626
SKPA CUL-4
CG6838 EBI-196335
CG5514 CG10754
CG6416 EBI-102727
CG33967 CG12645
BTK29A SRC64B
CI EBI-497239
HOMER CG1637
CG8292 EBI-139944
CG7196 RPS29
CG8128 EBI-164412
PONT TBP
CG11539 CG33214
NOI EBI-96370
CG4786 EBI-94564
GRASP65 MBS
CG9173 RPL17
CG12105 CG10026
SLOB EAG
KEK3 FEO
CG6380 CG31457
CG17265 CG15631
CG8863 GBB
CV-C ALPHATRY
CYP12A5 VHA100-2
CG15403 CG13510
CG10324 CG11266
CP38 CG13614
TEKTIN-A CG6232
CG15141 CG13131
CG16728 JIGR1
EBI-139944 ACTR13E
EBI-88363 CG31626
EBI-212772 TNA
CG8121 SEC23
EBI-198400 RPS26
CG9986 CG6230
DRONGO EBI-105655
PMS2 SU(VAR)3-7
CG5618 CG4585
FD59A CG16708
ART3 SOP
E(SPL) HLHMGAMMA
ARU CG17666
P53 WOC
CG11505 BRAT
CG9331 CG2202
CG31550 LARK
SRP68 CG7757
BSK KAY
CG4835 EBI-93349
RPB10 CG9624
FTZ-F1 CG5431
CG6576 CG8207
QKR58E-1 QKR58E-1
D19A RPS28B
ENOK CG17568
CG32635 RPS28B
SOS LVA
EBI-128385 CG11847
CPR73D CYT-C-P
CG1017 CG12470
CG9986 EBI-104392
DRONGO L(3)82FD
MER SPN
CG7231 EBI-192791
CG11266 CG13131
CG30327 CPR65AW
CG13822 RCA1
CG14145 EBI-188954
CRK CG4285
CG8159 CG12470
DRK STY
GRAU CG7386
CG17568 RPL11
CG13023 EBI-226426
UNC-4 GRO
CG9740 EBI-129626
RPB11 RPS24
CKIIALPHA CDC2C
EBI-128171 CG33174
LIM3 EBI-110745
EBI-75953 RBF
VHAPPA1-1 VHA16
CG2865 CG10263
CG18806 EBI-180418
CG7366 PLEXB
EBI-198400 EBI-86340
CG14104 EBI-132841
ARU EBI-181728
CG11188 RPL13
CG17450 AMA
ENO EBI-132366
EBI-128385 CG3394
EBI-127260 EBI-107152
MESK2 EBI-156955
MICAL PLEXA
CG11659 EF2B
CG18128 TRAF2
EBI-102459 CP1
TOY EBI-104135
INVADOLYSIN EBI-237039
RDX CG5288
SNR1 CG1737
EBI-145869 MSB1L
SEC10 LAM
EBI-131530 EBI-129904
CP38 CG9184
CG8368 TRN
UBCD4 MUB
HSP26 EBI-74966
AND CAMKII
EBI-149231 CG16886
CG18217 LOCO
CPR35B CP1
NEOS CG9173
C901 CG33980
MBT DLL
CG9099 CG13458
CG5359 CG11881
CG16800 PABP
DPN GRO
PCS BAF
SLMB CG4589
CG8316 PP1-13C
CG9573 EBI-153320
SPOCK RPS25
GATAD2A HIS2A:CG31618
PAK RAC2
DL EBI-74966
LIM3 CHI
CG11581 CG9184
N CG34422
HOMER OMD
CDC45L DPA
CG13124 TRAF3
HMX ND42
CG32584 CG14506
CG8116 C15
EBI-106192 EBI-135787
SIP2 EBI-192791
CG15576 CG5780
RAB6 CG3573
SPN-B CG6151
CG4810 EBI-162921
CYP9F2 CG6565
BSH EBI-191255
HSP67BA PVF3
CG8831 EBI-103524
EBI-216142 CG9541
CG14224 CG9184
EBI-201372 CG13084
DAP CG5390
CG18754 ENA
CG10053 CG14354
TLL CG18347
EBI-128171 MICAL
CG3610 RLIP
SYX16 CG11164
HSF TRL
HBN EBI-177531
ACT87E REF(2)P
EBI-82408 HSC70-3
HSP60B CG4617
CG2972 EXD
CG5866 CG1332
SCPR-B CG17658
EBI-160861 EBI-200060
PMS2 HSC70-3
PTP4E CG6912
MYO10A GRP
CG3308 RACK1
GSC CG3528
A5 NDAE1
MER CG13913
CG34376 CG14815
NOC CG11138
CG4586 VKG
CG9331 CG7945
CG6767 CG6767
SEC5 MSP-300
GNU CNC
AGO CG16721
CG17806 EBI-125283
EBI-161433 CG10137
CG30387 SALM
SNR1 CG2478
CG32772 MTNB
SIP1 NPLP1
KLC MES2
ARP11 CG3548
CG17666 CG33115
CG9040 CG9894
CI GS2
SIRT2 CG31204
CG4393 EBI-179816
CI CG9914
CG5053 CG10681
FKH CG41099
CG11380 AUB
MST84DC CNC
CDC37 EBI-458904
CI MSTA
SKPA CG13213
MER CG5439
CI CG5873
CG6126 CG32581
EBI-196425 SU(TPL)
CG32016 RPL30
TFIIA-L WDN
EBI-206481 CG14353
CG13117 ANNIX
PROSBETA3 CG32297
EBI-1628353 QKR58E-3
CG16985 CYT-C-P
CG16947 EBI-115418
JUPITER CG31644
P130CAS WDB
HOMER DEI
JBUG CG12206
CG9331 CG1135
MYO10A CG6904
PROSALPHA6T CG12010
PTC CG17528
CG14830 CG2199
AND CANA1
POXM MSB1L
CG9511 CAMKII
PIE PUF68
CSN1A CG11314
CG13838 CG18041
GSTD10 CG13624
FCP3C CG17666
BIF PP1-87B
EBI-163004 EBI-163004
EPSIN-LIKE IMPE2
EBI-199389 CG3056
CG14540 NIPPED-B
CG3281 CG6543
CG11163 YKI
CG10510 CP15
CYCK CG17777
EBI-192571 EBI-153383
GRK RU
SARA FLW
EBI-190238 EBI-90277
EBI-113877 RPL15
CG13889 LCP65AC
CG13512 CG2157
EBI-123236 CG18619
EBI-199603 CYCB
CG7352 CG32086
EAF6 AWD
CG7910 CG11576
EBI-115136 CG5890
CG7231 EBI-188322
NG1 EA
CG13838 MED10
EBI-88363 EBI-103820
MRE11 CG5728
CDC14 MED15
FRQ2 CG17162
RAPS CG12496
HPO CG7841
VIH FER1HCH
RANGAP PLI
CG7173 CG8062
EBI-146492 CG4415
PROSBETA3 FTZ
EBI-152886 CG5945
DLC90F CG5359
CG10882 CG13047
CG6854 SOP
CG5890 CG10680
SNAP SYX8
RUX CG18745
EBI-98834 CG6637
POLO KO
EBI-93397 CG11134
KLC PGRP-LA
IRBP RHOGAPP190
EBI-109052 TSP
EBI-197479 HSP60D
PTC TRIM9
HSP60B CG1637
CTP CG13074
DLG1 CG17666
CG12256 DX
TSG BRK
OFS EBI-140590
CG4835 CG12299
CG1104 HSC70-4
CTP RPL19
SKPA CG18273
EBI-161985 MRPL54
QKR58E-1 EBI-161602
CG8206 EBI-139287
